[DEBUG] 2023-11-15 14:09:37,735 | gen_vcard.py:57 | 1. Generated Gonzalez_Lori
[DEBUG] 2023-11-15 15:27:42,960 | gen_vcard.py:59 | 278. Generated Montgomery_Matthew.vcf
[DEBUG] 2023-11-15 15:27:42,960 | gen_vcard.py:59 | 279. Generated Montgomery_Matthew.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 280. Generated Montgomery_Matthew.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 281. Generated Walls_Connie.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 282. Generated Walls_Connie.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 283. Generated Walls_Connie.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 284. Generated Walls_Connie.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 285. Generated Walls_Connie.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 286. Generated Douglas_Joe.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 287. Generated Douglas_Joe.vcf
[DEBUG] 2023-11-15 15:27:42,961 | gen_vcard.py:59 | 288. Generated Douglas_Joe.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 289. Generated Douglas_Joe.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 290. Generated Douglas_Joe.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 291. Generated Atkins_Sarah.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 292. Generated Atkins_Sarah.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 293. Generated Atkins_Sarah.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 294. Generated Atkins_Sarah.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 295. Generated Atkins_Sarah.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 296. Generated Crane_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,962 | gen_vcard.py:59 | 297. Generated Crane_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 298. Generated Crane_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 299. Generated Crane_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 300. Generated Crane_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 301. Generated Rios_Michelle.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 302. Generated Rios_Michelle.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 303. Generated Rios_Michelle.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 304. Generated Rios_Michelle.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 305. Generated Rios_Michelle.vcf
[DEBUG] 2023-11-15 15:27:42,963 | gen_vcard.py:59 | 306. Generated Simpson_Dana.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 307. Generated Simpson_Dana.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 308. Generated Simpson_Dana.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 309. Generated Simpson_Dana.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 310. Generated Simpson_Dana.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 311. Generated Armstrong_Brian.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 312. Generated Armstrong_Brian.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 313. Generated Armstrong_Brian.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 314. Generated Armstrong_Brian.vcf
[DEBUG] 2023-11-15 15:27:42,964 | gen_vcard.py:59 | 315. Generated Armstrong_Brian.vcf
[DEBUG] 2023-11-15 15:27:42,965 | gen_vcard.py:59 | 316. Generated Hartman_Taylor.vcf
[DEBUG] 2023-11-15 15:27:42,965 | gen_vcard.py:59 | 317. Generated Hartman_Taylor.vcf
[DEBUG] 2023-11-15 15:27:42,965 | gen_vcard.py:59 | 318. Generated Hartman_Taylor.vcf
[DEBUG] 2023-11-15 15:27:42,965 | gen_vcard.py:59 | 319. Generated Hartman_Taylor.vcf
[DEBUG] 2023-11-15 15:27:42,965 | gen_vcard.py:59 | 320. Generated Hartman_Taylor.vcf
[DEBUG] 2023-11-15 15:27:42,965 | gen_vcard.py:59 | 321. Generated Mitchell_Christine.vcf
[DEBUG] 2023-11-15 15:27:42,965 | gen_vcard.py:59 | 322. Generated Mitchell_Christine.vcf
[DEBUG] 2023-11-15 15:27:42,965 | gen_vcard.py:59 | 323. Generated Mitchell_Christine.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 324. Generated Mitchell_Christine.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 325. Generated Mitchell_Christine.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 326. Generated Moore_Eric.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 327. Generated Moore_Eric.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 328. Generated Moore_Eric.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 329. Generated Moore_Eric.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 330. Generated Moore_Eric.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 331. Generated West_Katherine.vcf
[DEBUG] 2023-11-15 15:27:42,966 | gen_vcard.py:59 | 332. Generated West_Katherine.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 333. Generated West_Katherine.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 334. Generated West_Katherine.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 335. Generated West_Katherine.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 336. Generated Martinez_Adrienne.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 337. Generated Martinez_Adrienne.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 338. Generated Martinez_Adrienne.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 339. Generated Martinez_Adrienne.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 340. Generated Martinez_Adrienne.vcf
[DEBUG] 2023-11-15 15:27:42,967 | gen_vcard.py:59 | 341. Generated Scott_Alan.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 342. Generated Scott_Alan.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 343. Generated Scott_Alan.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 344. Generated Scott_Alan.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 345. Generated Scott_Alan.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 346. Generated Tyler_Craig.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 347. Generated Tyler_Craig.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 348. Generated Tyler_Craig.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 349. Generated Tyler_Craig.vcf
[DEBUG] 2023-11-15 15:27:42,968 | gen_vcard.py:59 | 350. Generated Tyler_Craig.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 351. Generated Williamson_Gina.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 352. Generated Williamson_Gina.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 353. Generated Williamson_Gina.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 354. Generated Williamson_Gina.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 355. Generated Williamson_Gina.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 356. Generated Campos_John.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 357. Generated Campos_John.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 358. Generated Campos_John.vcf
[DEBUG] 2023-11-15 15:27:42,969 | gen_vcard.py:59 | 359. Generated Campos_John.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 360. Generated Campos_John.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 361. Generated Shea_Janet.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 362. Generated Shea_Janet.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 363. Generated Shea_Janet.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 364. Generated Shea_Janet.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 365. Generated Shea_Janet.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 366. Generated Powers_Sharon.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 367. Generated Powers_Sharon.vcf
[DEBUG] 2023-11-15 15:27:42,970 | gen_vcard.py:59 | 368. Generated Powers_Sharon.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 369. Generated Powers_Sharon.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 370. Generated Powers_Sharon.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 371. Generated Hale_Andrea.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 372. Generated Hale_Andrea.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 373. Generated Hale_Andrea.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 374. Generated Hale_Andrea.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 375. Generated Hale_Andrea.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 376. Generated Jones_Daniel.vcf
[DEBUG] 2023-11-15 15:27:42,971 | gen_vcard.py:59 | 377. Generated Jones_Daniel.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 378. Generated Jones_Daniel.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 379. Generated Jones_Daniel.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 380. Generated Jones_Daniel.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 381. Generated Velasquez_Denise.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 382. Generated Velasquez_Denise.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 383. Generated Velasquez_Denise.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 384. Generated Velasquez_Denise.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 385. Generated Velasquez_Denise.vcf
[DEBUG] 2023-11-15 15:27:42,972 | gen_vcard.py:59 | 386. Generated Ward_Ronald.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 387. Generated Ward_Ronald.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 388. Generated Ward_Ronald.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 389. Generated Ward_Ronald.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 390. Generated Ward_Ronald.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 391. Generated Smith_Charles.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 392. Generated Smith_Charles.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 393. Generated Smith_Charles.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 394. Generated Smith_Charles.vcf
[DEBUG] 2023-11-15 15:27:42,973 | gen_vcard.py:59 | 395. Generated Smith_Charles.vcf
[DEBUG] 2023-11-15 15:27:42,974 | gen_vcard.py:59 | 396. Generated Fields_Tara.vcf
[DEBUG] 2023-11-15 15:27:42,974 | gen_vcard.py:59 | 397. Generated Fields_Tara.vcf
[DEBUG] 2023-11-15 15:27:42,974 | gen_vcard.py:59 | 398. Generated Fields_Tara.vcf
[DEBUG] 2023-11-15 15:27:42,974 | gen_vcard.py:59 | 399. Generated Fields_Tara.vcf
[DEBUG] 2023-11-15 15:27:42,974 | gen_vcard.py:59 | 400. Generated Fields_Tara.vcf
[DEBUG] 2023-11-15 15:27:42,974 | gen_vcard.py:59 | 401. Generated Cardenas_Jose.vcf
[DEBUG] 2023-11-15 15:27:42,974 | gen_vcard.py:59 | 402. Generated Cardenas_Jose.vcf
[DEBUG] 2023-11-15 15:27:42,974 | gen_vcard.py:59 | 403. Generated Cardenas_Jose.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 404. Generated Cardenas_Jose.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 405. Generated Cardenas_Jose.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 406. Generated Ellis_Bailey.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 407. Generated Ellis_Bailey.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 408. Generated Ellis_Bailey.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 409. Generated Ellis_Bailey.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 410. Generated Ellis_Bailey.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 411. Generated Lopez_Robert.vcf
[DEBUG] 2023-11-15 15:27:42,975 | gen_vcard.py:59 | 412. Generated Lopez_Robert.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 413. Generated Lopez_Robert.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 414. Generated Lopez_Robert.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 415. Generated Lopez_Robert.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 416. Generated Phillips_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 417. Generated Phillips_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 418. Generated Phillips_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 419. Generated Phillips_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 420. Generated Phillips_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,976 | gen_vcard.py:59 | 421. Generated Rice_Mark.vcf
[DEBUG] 2023-11-15 15:27:42,977 | gen_vcard.py:59 | 422. Generated Rice_Mark.vcf
[DEBUG] 2023-11-15 15:27:42,977 | gen_vcard.py:59 | 423. Generated Rice_Mark.vcf
[DEBUG] 2023-11-15 15:27:42,977 | gen_vcard.py:59 | 424. Generated Rice_Mark.vcf
[DEBUG] 2023-11-15 15:27:42,977 | gen_vcard.py:59 | 425. Generated Rice_Mark.vcf
[DEBUG] 2023-11-15 15:27:42,977 | gen_vcard.py:59 | 426. Generated Smith_Barbara.vcf
[DEBUG] 2023-11-15 15:27:42,977 | gen_vcard.py:59 | 427. Generated Smith_Barbara.vcf
[DEBUG] 2023-11-15 15:27:42,977 | gen_vcard.py:59 | 428. Generated Smith_Barbara.vcf
[DEBUG] 2023-11-15 15:27:42,977 | gen_vcard.py:59 | 429. Generated Smith_Barbara.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 430. Generated Smith_Barbara.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 431. Generated Henry_Paul.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 432. Generated Henry_Paul.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 433. Generated Henry_Paul.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 434. Generated Henry_Paul.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 435. Generated Henry_Paul.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 436. Generated Riddle_Kathy.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 437. Generated Riddle_Kathy.vcf
[DEBUG] 2023-11-15 15:27:42,978 | gen_vcard.py:59 | 438. Generated Riddle_Kathy.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 439. Generated Riddle_Kathy.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 440. Generated Riddle_Kathy.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 441. Generated Potts_Caitlyn.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 442. Generated Potts_Caitlyn.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 443. Generated Potts_Caitlyn.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 444. Generated Potts_Caitlyn.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 445. Generated Potts_Caitlyn.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 446. Generated Lowery_Jason.vcf
[DEBUG] 2023-11-15 15:27:42,979 | gen_vcard.py:59 | 447. Generated Lowery_Jason.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 448. Generated Lowery_Jason.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 449. Generated Lowery_Jason.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 450. Generated Lowery_Jason.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 451. Generated Rivera_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 452. Generated Rivera_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 453. Generated Rivera_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 454. Generated Rivera_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 455. Generated Rivera_Michael.vcf
[DEBUG] 2023-11-15 15:27:42,980 | gen_vcard.py:59 | 456. Generated Alexander_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,981 | gen_vcard.py:59 | 457. Generated Alexander_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,981 | gen_vcard.py:59 | 458. Generated Alexander_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,981 | gen_vcard.py:59 | 459. Generated Alexander_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,981 | gen_vcard.py:59 | 460. Generated Alexander_Heather.vcf
[DEBUG] 2023-11-15 15:27:42,981 | gen_vcard.py:59 | 461. Generated Petersen_Ryan.vcf
[DEBUG] 2023-11-15 15:27:42,981 | gen_vcard.py:59 | 462. Generated Petersen_Ryan.vcf
[DEBUG] 2023-11-15 15:27:42,981 | gen_vcard.py:59 | 463. Generated Petersen_Ryan.vcf
[DEBUG] 2023-11-15 15:27:42,981 | gen_vcard.py:59 | 464. Generated Petersen_Ryan.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 465. Generated Petersen_Ryan.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 466. Generated Anderson_Mary.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 467. Generated Anderson_Mary.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 468. Generated Anderson_Mary.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 469. Generated Anderson_Mary.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 470. Generated Anderson_Mary.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 471. Generated Brown_Megan.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 472. Generated Brown_Megan.vcf
[DEBUG] 2023-11-15 15:27:42,982 | gen_vcard.py:59 | 473. Generated Brown_Megan.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 474. Generated Brown_Megan.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 475. Generated Brown_Megan.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 476. Generated Rice_Matthew.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 477. Generated Rice_Matthew.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 478. Generated Rice_Matthew.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 479. Generated Rice_Matthew.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 480. Generated Rice_Matthew.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 481. Generated Marquez_Jeffrey.vcf
[DEBUG] 2023-11-15 15:27:42,983 | gen_vcard.py:59 | 482. Generated Marquez_Jeffrey.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 483. Generated Marquez_Jeffrey.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 484. Generated Marquez_Jeffrey.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 485. Generated Marquez_Jeffrey.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 486. Generated Richardson_Jerome.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 487. Generated Richardson_Jerome.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 488. Generated Richardson_Jerome.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 489. Generated Richardson_Jerome.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 490. Generated Richardson_Jerome.vcf
[DEBUG] 2023-11-15 15:27:42,984 | gen_vcard.py:59 | 491. Generated Martinez_Jared.vcf
[DEBUG] 2023-11-15 15:27:42,985 | gen_vcard.py:59 | 492. Generated Martinez_Jared.vcf
[DEBUG] 2023-11-15 15:27:42,985 | gen_vcard.py:59 | 493. Generated Martinez_Jared.vcf
[DEBUG] 2023-11-15 15:27:42,985 | gen_vcard.py:59 | 494. Generated Martinez_Jared.vcf
[DEBUG] 2023-11-15 15:27:42,985 | gen_vcard.py:59 | 495. Generated Martinez_Jared.vcf
[DEBUG] 2023-11-15 15:27:42,985 | gen_vcard.py:59 | 496. Generated Howard_Paige.vcf
[DEBUG] 2023-11-15 15:27:42,985 | gen_vcard.py:59 | 497. Generated Howard_Paige.vcf
[DEBUG] 2023-11-15 15:27:42,985 | gen_vcard.py:59 | 498. Generated Howard_Paige.vcf
[DEBUG] 2023-11-15 15:27:42,985 | gen_vcard.py:59 | 499. Generated Howard_Paige.vcf
[DEBUG] 2023-11-15 15:27:42,986 | gen_vcard.py:59 | 500. Generated Howard_Paige.vcf
[INFO] 2023-11-15 15:27:42,986 | gen_vcard.py:60 | Vcard Generation success !
[DEBUG] 2023-11-15 15:27:43,133 | gen_vcard.py:69 | 1. Generated Gonzalez_Lori.qr.png
[DEBUG] 2023-11-15 15:27:43,315 | gen_vcard.py:69 | 2. Generated Gonzalez_Lori.qr.png
[DEBUG] 2023-11-15 15:27:43,502 | gen_vcard.py:69 | 3. Generated Gonzalez_Lori.qr.png
[DEBUG] 2023-11-15 15:27:43,645 | gen_vcard.py:69 | 4. Generated Gonzalez_Lori.qr.png
[DEBUG] 2023-11-15 15:27:43,828 | gen_vcard.py:69 | 5. Generated Gonzalez_Lori.qr.png
[DEBUG] 2023-11-15 15:27:44,016 | gen_vcard.py:69 | 6. Generated Brown_Natasha.qr.png
[DEBUG] 2023-11-15 15:27:44,207 | gen_vcard.py:69 | 7. Generated Brown_Natasha.qr.png
[DEBUG] 2023-11-15 15:27:44,391 | gen_vcard.py:69 | 8. Generated Brown_Natasha.qr.png
[DEBUG] 2023-11-15 15:27:44,567 | gen_vcard.py:69 | 9. Generated Brown_Natasha.qr.png
[DEBUG] 2023-11-15 15:27:44,747 | gen_vcard.py:69 | 10. Generated Brown_Natasha.qr.png
[DEBUG] 2023-11-15 15:27:44,922 | gen_vcard.py:69 | 11. Generated Hayes_Stephanie.qr.png
[DEBUG] 2023-11-15 15:27:45,098 | gen_vcard.py:69 | 12. Generated Hayes_Stephanie.qr.png
[DEBUG] 2023-11-15 15:27:45,260 | gen_vcard.py:69 | 13. Generated Hayes_Stephanie.qr.png
[DEBUG] 2023-11-15 15:27:45,450 | gen_vcard.py:69 | 14. Generated Hayes_Stephanie.qr.png
[DEBUG] 2023-11-15 15:27:45,636 | gen_vcard.py:69 | 15. Generated Hayes_Stephanie.qr.png
[DEBUG] 2023-11-15 15:27:45,824 | gen_vcard.py:69 | 16. Generated Fisher_Dorothy.qr.png
[DEBUG] 2023-11-15 15:27:46,009 | gen_vcard.py:69 | 17. Generated Fisher_Dorothy.qr.png
[DEBUG] 2023-11-15 15:27:46,195 | gen_vcard.py:69 | 18. Generated Fisher_Dorothy.qr.png
[DEBUG] 2023-11-15 15:27:46,377 | gen_vcard.py:69 | 19. Generated Fisher_Dorothy.qr.png
[DEBUG] 2023-11-15 15:27:46,562 | gen_vcard.py:69 | 20. Generated Fisher_Dorothy.qr.png
[DEBUG] 2023-11-15 15:27:46,748 | gen_vcard.py:69 | 21. Generated Carson_Ronald.qr.png
[DEBUG] 2023-11-15 15:27:46,938 | gen_vcard.py:69 | 22. Generated Carson_Ronald.qr.png
[DEBUG] 2023-11-15 15:27:47,125 | gen_vcard.py:69 | 23. Generated Carson_Ronald.qr.png
[DEBUG] 2023-11-15 15:27:47,310 | gen_vcard.py:69 | 24. Generated Carson_Ronald.qr.png
[DEBUG] 2023-11-15 15:27:47,481 | gen_vcard.py:69 | 25. Generated Carson_Ronald.qr.png
[DEBUG] 2023-11-15 15:27:47,655 | gen_vcard.py:69 | 26. Generated Fisher_Eric.qr.png
[DEBUG] 2023-11-15 15:27:47,841 | gen_vcard.py:69 | 27. Generated Fisher_Eric.qr.png
[DEBUG] 2023-11-15 15:27:48,018 | gen_vcard.py:69 | 28. Generated Fisher_Eric.qr.png
